Protein1	Protein2	Percent_Identity
WP_228258017.1	WP_272342476.1	100.0
WP_198080947.1	WP_228258017.1	100.0
WP_171251031.1	WP_228258017.1	100.0
WP_057689869.1	WP_228258017.1	100.0
WP_228258017.1	WP_272401256.1	100.0
WP_228258017.1	WP_306220003.1	100.0
WP_148108544.1	WP_228258017.1	100.0
WP_099769520.1	WP_228258017.1	100.0
WP_099755447.1	WP_228258017.1	100.0
WP_228258017.1	WP_272396957.1	100.0
WP_057694244.1	WP_228258017.1	100.0
WP_057061105.1	WP_228258017.1	100.0
WP_057691087.1	WP_228258017.1	100.0
WP_133447470.1	WP_228258017.1	100.0
WP_057091188.1	WP_228258017.1	100.0
WP_228258017.1	WP_277556746.1	100.0
WP_057692513.1	WP_228258017.1	100.0
WP_057066348.1	WP_228258017.1	100.0
WP_228258017.1	WP_240485668.1	100.0
WP_198073723.1	WP_228258017.1	100.0
WP_057690140.1	WP_228258017.1	100.0
WP_099770223.1	WP_228258017.1	100.0
WP_078208045.1	WP_228258017.1	100.0
WP_198131398.1	WP_228258017.1	100.0
WP_068920957.1	WP_228258017.1	100.0
WP_148792969.1	WP_228258017.1	100.0
WP_099745566.1	WP_228258017.1	100.0
WP_198064314.1	WP_228258017.1	100.0
WP_228258017.1	WP_264515957.1	100.0
WP_002108265.1	WP_228258017.1	100.0
WP_086379547.1	WP_228258017.1	100.0
WP_228258017.1	WP_264753085.1	100.0
WP_228258017.1	WP_348916518.1	98.78
WP_228258017.1	WP_240489289.1	100.0
WP_228258017.1	WP_427775339.1	98.462
WP_142588944.1	WP_313606792.1	99.218
WP_142588944.1	WP_222023727.1	99.218
WP_142588944.1	WP_221960834.1	99.061
WP_005342968.1	WP_324018464.1	95.215
WP_332377797.1	WP_345769465.1	98.698
WP_007666382.1	WP_332377797.1	97.179
WP_096855505.1	WP_332377797.1	95.226
WP_332377797.1	WP_410738621.1	96.923
WP_160873643.1	WP_332377797.1	95.455
WP_273953990.1	WP_332377797.1	100.0
WP_237723688.1	WP_332377797.1	100.0
WP_113771270.1	WP_126329479.1	99.718
WP_126329479.1	WP_224378686.1	99.435
WP_126329479.1	WP_407798410.1	97.59
WP_261973802.1	WP_373941030.1	99.805
WP_004584047.1	WP_013815598.1	99.786
WP_013815598.1	WP_088492418.1	98.929
WP_013815598.1	WP_021677044.1	98.501
WP_013815598.1	WP_281122832.1	98.073
WP_292805400.1	WP_392532573.1	98.851
WP_292805400.1	WP_392532572.1	98.113
WP_068974435.1	WP_087513525.1	97.718
WP_243948446.1	WP_342110486.1	98.11
WP_151762781.1	WP_306217795.1	99.653
WP_048978578.1	WP_115656503.1	98.997
WP_115656503.1	WP_130993825.1	98.747
WP_032453056.1	WP_115656503.1	97.995
WP_115656503.1	WP_269567185.1	98.496
WP_115656503.1	WP_265897414.1	98.0
WP_042226988.1	WP_239209570.1	98.235
WP_003335626.1	WP_042226988.1	98.235
WP_228148408.1	WP_371864247.1	97.826
WP_228148408.1	WP_410198391.1	95.556
WP_074227976.1	WP_133297213.1	98.78
WP_001086026.1	WP_321175485.1	97.727
WP_006955930.1	WP_110576472.1	97.884
WP_368170785.1	WP_408842440.1	98.671
WP_081934302.1	WP_368170785.1	97.674
WP_328589577.1	WP_368170785.1	95.098
WP_180167673.1	WP_372360181.1	95.753
WP_049615964.1	WP_053009138.1	96.774
WP_041013825.1	WP_134240916.1	96.272
WP_000812686.1	WP_000812688.1	100.0
WP_000812686.1	WP_031879716.1	99.535
WP_000812683.1	WP_000812686.1	99.535
WP_000812686.1	WP_000812689.1	100.0
WP_000812686.1	WP_190357191.1	99.535
WP_000812686.1	WP_216712417.1	99.533
WP_000812686.1	WP_111151668.1	99.07
WP_000812686.1	WP_281263639.1	99.07
WP_000812686.1	WP_073407507.1	99.533
WP_000812686.1	WP_229957229.1	98.605
WP_000812686.1	WP_142278624.1	100.0
WP_000812686.1	WP_094611151.1	100.0
WP_000812686.1	WP_142295425.1	98.974
WP_000812686.1	WP_086095301.1	100.0
WP_000812686.1	WP_094611089.1	98.889
WP_000812686.1	WP_086037218.1	100.0
WP_000812686.1	WP_086032546.1	100.0
WP_000812686.1	WP_086032827.1	100.0
WP_000812686.1	WP_164783844.1	100.0
WP_000812686.1	WP_084929335.1	100.0
WP_000812686.1	WP_086045255.1	100.0
WP_000812686.1	WP_237773851.1	100.0
WP_000812686.1	WP_216813336.1	100.0
WP_000663275.1	WP_000812686.1	100.0
WP_000812686.1	WP_422663589.1	100.0
WP_000812686.1	WP_422663749.1	100.0
WP_014509121.1	WP_076053575.1	98.799
WP_013213994.1	WP_406576814.1	100.0
WP_136071118.1	WP_406576814.1	99.02
WP_117047247.1	WP_406576814.1	99.02
WP_406576814.1	WP_420679838.1	99.02
WP_343556522.1	WP_406576814.1	97.03
WP_204353576.1	WP_206287402.1	100.0
WP_095793759.1	WP_142877768.1	99.586
WP_046155229.1	WP_346789601.1	98.916
WP_082604293.1	WP_093209962.1	96.419
WP_082604293.1	WP_133156752.1	95.141
WP_031982766.1	WP_114271928.1	99.624
WP_001063716.1	WP_114271928.1	96.604
WP_001063722.1	WP_114271928.1	96.981
WP_001063774.1	WP_114271928.1	95.472
WP_086240132.1	WP_114271928.1	95.094
WP_114271928.1	WP_408698370.1	100.0
WP_144373901.1	WP_281659875.1	95.934
WP_156462706.1	WP_320188030.1	97.647
WP_086353521.1	WP_353675287.1	99.628
WP_273795600.1	WP_353675287.1	97.77
WP_227566984.1	WP_353675287.1	95.492
WP_192873694.1	WP_253603391.1	100.0
WP_192873694.1	WP_407210606.1	99.6
WP_013213998.1	WP_192873694.1	99.6
WP_014343474.1	WP_192873694.1	99.6
WP_074160419.1	WP_192873694.1	99.2
WP_192873694.1	WP_407221220.1	100.0
WP_192873694.1	WP_259390400.1	100.0
WP_171996528.1	WP_192873694.1	99.2
WP_192873694.1	WP_336196029.1	96.8
WP_192873694.1	WP_410397569.1	99.556
WP_192873694.1	WP_330190108.1	95.816
WP_192873694.1	WP_407210885.1	99.554
WP_192873694.1	WP_407205213.1	99.554
WP_157845837.1	WP_192873694.1	99.554
WP_192873694.1	WP_319839101.1	99.107
WP_192873694.1	WP_222859269.1	99.107
WP_192873694.1	WP_223369473.1	99.107
WP_177332180.1	WP_192873694.1	99.107
WP_192873694.1	WP_355493117.1	99.107
WP_192873694.1	WP_214593189.1	96.429
WP_181216577.1	WP_192873694.1	96.429
WP_192873694.1	WP_407210669.1	100.0
WP_179255563.1	WP_192873694.1	100.0
WP_192873694.1	WP_310628791.1	100.0
WP_192873694.1	WP_410028803.1	96.078
WP_192873694.1	WP_348636537.1	98.333
WP_192873694.1	WP_196317507.1	97.619
WP_192873694.1	WP_308378298.1	97.561
WP_192873694.1	WP_210472969.1	97.297
WP_192873694.1	WP_201282763.1	96.552
WP_000377856.1	WP_087749528.1	99.767
WP_000377855.1	WP_087749528.1	99.534
WP_029424195.1	WP_087749528.1	99.534
WP_000377865.1	WP_087749528.1	99.534
WP_087749528.1	WP_302564691.1	99.301
WP_000377857.1	WP_087749528.1	99.534
WP_087749528.1	WP_206649341.1	99.301
WP_087749528.1	WP_311071634.1	98.834
WP_087749528.1	WP_410205187.1	99.387
WP_001054892.1	WP_046882808.1	99.84
WP_001054892.1	WP_289678367.1	99.84
WP_001054892.1	WP_280043489.1	99.84
WP_001054892.1	WP_321998716.1	99.84
WP_001054892.1	WP_350499311.1	99.84
WP_001054892.1	WP_301005473.1	100.0
WP_001054892.1	WP_119956317.1	100.0
WP_001054892.1	WP_225484898.1	100.0
WP_001054892.1	WP_001054893.1	99.673
WP_000091601.1	WP_001054892.1	100.0
WP_001054892.1	WP_130171919.1	100.0
WP_038443665.1	WP_038443675.1	100.0
WP_201282763.1	WP_321154163.1	100.0
WP_174561797.1	WP_321154163.1	100.0
WP_172488753.1	WP_321154163.1	100.0
WP_264928071.1	WP_321154163.1	100.0
WP_210472969.1	WP_321154163.1	100.0
WP_210531048.1	WP_321154163.1	100.0
WP_180354942.1	WP_321154163.1	100.0
WP_196317507.1	WP_321154163.1	100.0
WP_226659826.1	WP_321154163.1	100.0
WP_224267728.1	WP_321154163.1	100.0
WP_172481283.1	WP_321154163.1	100.0
WP_308378298.1	WP_321154163.1	99.194
WP_321154163.1	WP_348636537.1	100.0
WP_321154163.1	WP_410028803.1	100.0
WP_223369473.1	WP_321154163.1	100.0
WP_177332180.1	WP_321154163.1	100.0
WP_157845837.1	WP_321154163.1	100.0
WP_319839101.1	WP_321154163.1	100.0
WP_222859269.1	WP_321154163.1	100.0
WP_321154163.1	WP_407205213.1	100.0
WP_321154163.1	WP_355493117.1	100.0
WP_171996528.1	WP_321154163.1	100.0
WP_014343474.1	WP_321154163.1	100.0
WP_013213998.1	WP_321154163.1	100.0
WP_074160419.1	WP_321154163.1	100.0
WP_321154163.1	WP_336196029.1	99.194
WP_321154163.1	WP_330190108.1	100.0
WP_214593189.1	WP_321154163.1	97.581
WP_193055528.1	WP_321154163.1	97.581
WP_181216577.1	WP_321154163.1	96.774
WP_183129369.1	WP_321154163.1	100.0
WP_172881786.1	WP_321154163.1	100.0
WP_238142485.1	WP_321154163.1	100.0
WP_218452272.1	WP_321154163.1	100.0
WP_001112281.1	WP_032059093.1	99.005
WP_032059093.1	WP_032061006.1	99.502
WP_032059093.1	WP_057694017.1	99.005
WP_032059093.1	WP_065726015.1	98.507
WP_023896951.1	WP_032059093.1	98.507
WP_001112282.1	WP_032059093.1	98.01
WP_001112276.1	WP_032059093.1	98.01
WP_029424194.1	WP_032059093.1	97.512
WP_032059093.1	WP_348916516.1	97.015
WP_032059093.1	WP_272237236.1	97.015
WP_032059093.1	WP_069370956.1	97.015
WP_032059093.1	WP_284072652.1	96.517
WP_175608832.1	WP_336719056.1	99.662
WP_294199179.1	WP_336719056.1	98.311
WP_175443677.1	WP_336719056.1	98.649
WP_174772389.1	WP_336719056.1	95.27
WP_257199564.1	WP_336719056.1	95.238
WP_337785802.1	WP_418841988.1	96.154
WP_330604135.1	WP_337785802.1	98.734
WP_157645331.1	WP_157654760.1	99.535
WP_105770944.1	WP_175795892.1	99.746
WP_105770944.1	WP_174956897.1	99.492
WP_077233538.1	WP_105770944.1	98.985
WP_105770944.1	WP_242895094.1	98.731
WP_105770944.1	WP_143279111.1	99.42
WP_105770944.1	WP_212271098.1	96.347
WP_372023724.1	WP_372090363.1	99.784
WP_023280425.1	WP_253264373.1	99.782
WP_234278755.1	WP_253264373.1	99.782
WP_228703182.1	WP_253264373.1	99.782
WP_227537174.1	WP_253264373.1	99.782
WP_228261357.1	WP_253264373.1	99.782
WP_253264373.1	WP_306589151.1	99.564
WP_253264373.1	WP_279915268.1	99.782
WP_253264373.1	WP_342139705.1	99.782
WP_195244026.1	WP_253264373.1	99.782
WP_032425173.1	WP_253264373.1	99.782
WP_201991210.1	WP_253264373.1	99.782
WP_204363129.1	WP_253264373.1	99.782
WP_116979165.1	WP_253264373.1	99.782
WP_227853124.1	WP_253264373.1	99.782
WP_253264373.1	WP_416263238.1	99.782
WP_117039136.1	WP_253264373.1	99.564
WP_241506328.1	WP_253264373.1	99.564
WP_253264373.1	WP_374875291.1	99.564
WP_219280016.1	WP_253264373.1	99.564
WP_238762060.1	WP_253264373.1	99.564
WP_181586356.1	WP_253264373.1	99.564
WP_253264373.1	WP_255089151.1	99.564
WP_223332460.1	WP_253264373.1	99.564
WP_135726248.1	WP_253264373.1	99.349
WP_228356153.1	WP_253264373.1	100.0
WP_253264373.1	WP_258960139.1	100.0
WP_142381959.1	WP_253264373.1	98.507
WP_062730548.1	WP_070225661.1	95.833
WP_373102893.1	WP_373220196.1	99.708
WP_326151845.1	WP_326158595.1	100.0
WP_035196190.1	WP_326158595.1	100.0
WP_419617794.1	WP_419637801.1	100.0
WP_294030746.1	WP_419637801.1	100.0
WP_295538309.1	WP_419637801.1	100.0
WP_419637801.1	WP_419644781.1	99.831
WP_419630772.1	WP_419637801.1	100.0
WP_419631751.1	WP_419637801.1	99.831
WP_419612356.1	WP_419637801.1	100.0
WP_305801737.1	WP_419637801.1	100.0
WP_419625096.1	WP_419637801.1	99.831
WP_305802211.1	WP_419637801.1	100.0
WP_305801916.1	WP_419637801.1	100.0
WP_419636161.1	WP_419637801.1	100.0
WP_305802731.1	WP_419637801.1	100.0
WP_305802044.1	WP_419637801.1	100.0
WP_419611087.1	WP_419637801.1	100.0
WP_419616970.1	WP_419637801.1	99.831
WP_419620850.1	WP_419637801.1	99.662
WP_305801415.1	WP_419637801.1	100.0
WP_419586017.1	WP_419637801.1	99.831
WP_305802840.1	WP_419637801.1	99.323
WP_419602363.1	WP_419637801.1	99.831
WP_419592802.1	WP_419637801.1	98.816
WP_419628363.1	WP_419637801.1	98.816
WP_419624666.1	WP_419637801.1	98.646
WP_419590890.1	WP_419637801.1	98.816
WP_419606917.1	WP_419637801.1	98.646
WP_294041604.1	WP_419637801.1	98.477
WP_419616092.1	WP_419637801.1	98.308
WP_419634370.1	WP_419637801.1	100.0
WP_305802988.1	WP_419637801.1	100.0
WP_419595086.1	WP_419637801.1	99.441
WP_419594736.1	WP_419637801.1	100.0
WP_293725571.1	WP_419637801.1	100.0
WP_001610846.1	WP_023302415.1	98.889
WP_023279391.1	WP_023302415.1	97.778
WP_023302415.1	WP_275221707.1	96.667
WP_412249780.1	WP_418841987.1	96.552
WP_307741066.1	WP_412249780.1	96.203
WP_412249780.1	WP_418848434.1	96.203
WP_289169992.1	WP_309038208.1	97.568
WP_182195182.1	WP_289169992.1	97.416
WP_145242848.1	WP_289169992.1	97.112
WP_109242585.1	WP_320520466.1	99.08
WP_047688933.1	WP_320520466.1	99.08
WP_186478407.1	WP_320520466.1	96.012
WP_099501636.1	WP_368294979.1	99.742
WP_099501636.1	WP_148673124.1	99.742
WP_099501636.1	WP_117039132.1	99.742
WP_088295922.1	WP_099501636.1	99.742
WP_099501636.1	WP_104456885.1	99.742
WP_099501636.1	WP_193408147.1	99.483
WP_099501636.1	WP_167876294.1	100.0
WP_099501636.1	WP_130960768.1	100.0
WP_028269735.1	WP_309820984.1	97.78
WP_011693452.1	WP_309820984.1	96.957
WP_007916915.1	WP_367085639.1	96.045
WP_007916915.1	WP_200616967.1	97.167
WP_007916915.1	WP_008020244.1	95.677
WP_059346264.1	WP_337258618.1	99.693
WP_000019403.1	WP_337258618.1	99.08
WP_000019473.1	WP_337258618.1	98.154
WP_264881256.1	WP_337258618.1	97.546
WP_023279681.1	WP_337258618.1	96.615
WP_003329733.1	WP_326168044.1	98.039
WP_013691806.1	WP_408492365.1	96.369
WP_126242932.1	WP_408492365.1	95.613
WP_003721303.1	WP_167620283.1	99.631
WP_167620283.1	WP_242222161.1	99.262
WP_167620283.1	WP_185390672.1	95.203
WP_014172317.1	WP_023327722.1	96.377
WP_071974404.1	WP_100161459.1	98.526
WP_023332838.1	WP_182063617.1	99.698
WP_034621943.1	WP_035390089.1	98.113
WP_139430248.1	WP_374810051.1	96.0
WP_139398603.1	WP_374810051.1	95.951
WP_206074226.1	WP_326387647.1	96.97
WP_267285653.1	WP_306219935.1	100.0
WP_267285653.1	WP_301005474.1	100.0
WP_002010310.1	WP_267285653.1	100.0
WP_267285653.1	WP_289672257.1	100.0
WP_267285653.1	WP_280043486.1	100.0
WP_267285653.1	WP_289678422.1	100.0
WP_382322389.1	WP_382327951.1	99.635
WP_003112211.1	WP_019372064.1	100.0
WP_003112211.1	WP_273655082.1	100.0
WP_003112211.1	WP_094007101.1	100.0
WP_003112211.1	WP_121202198.1	100.0
WP_003112211.1	WP_086008657.1	100.0
WP_003112211.1	WP_086937300.1	100.0
WP_003112211.1	WP_070656343.1	100.0
WP_176133555.1	WP_212571204.1	99.77
WP_170960267.1	WP_212571204.1	99.54
WP_124988806.1	WP_225287591.1	99.85
WP_135718556.1	WP_225287591.1	99.7
WP_225287591.1	WP_422703771.1	99.7
WP_197832535.1	WP_225287591.1	99.4
WP_149618112.1	WP_225287591.1	98.951
WP_225287591.1	WP_259005120.1	98.651
WP_225287591.1	WP_400361153.1	97.901
WP_026031090.1	WP_085033645.1	99.34
WP_213627861.1	WP_336072190.1	96.25
WP_198009220.1	WP_340245901.1	100.0
WP_217510354.1	WP_340245901.1	100.0
WP_057067608.1	WP_371339659.1	98.726
WP_032834023.1	WP_088336652.1	98.854
WP_011016189.1	WP_088336652.1	97.708
WP_088336652.1	WP_150153037.1	95.702
WP_151895703.1	WP_155723799.1	97.945
WP_287406944.1	WP_327478835.1	99.099
WP_088589325.1	WP_343061040.1	95.249
WP_234818332.1	WP_343061040.1	95.238
WP_222064200.1	WP_392711405.1	95.556
WP_003234069.1	WP_015252679.1	99.59
WP_105596985.1	WP_312616002.1	99.471
WP_105596985.1	WP_161586114.1	98.942
WP_105596985.1	WP_237728422.1	100.0
WP_105596985.1	WP_312590390.1	100.0
WP_105596985.1	WP_312590389.1	99.329
WP_001112281.1	WP_001112282.1	99.005
WP_001112281.1	WP_065726015.1	98.507
WP_001112281.1	WP_032061006.1	98.507
WP_001112281.1	WP_057694017.1	98.01
WP_001112276.1	WP_001112281.1	98.01
WP_001112281.1	WP_023896951.1	97.512
WP_001112281.1	WP_029424194.1	97.512
WP_001112281.1	WP_348916516.1	96.02
WP_001112281.1	WP_272237236.1	96.517
WP_001112281.1	WP_069370956.1	96.02
WP_001112281.1	WP_284072652.1	95.522
WP_038982930.1	WP_193149585.1	99.843
WP_154902331.1	WP_193149585.1	99.686
WP_193149585.1	WP_323101448.1	99.371
WP_193149585.1	WP_216502337.1	99.528
WP_193149585.1	WP_214599071.1	99.371
WP_159235868.1	WP_193149585.1	99.371
WP_193149585.1	WP_241174695.1	99.214
WP_193149585.1	WP_346589520.1	98.899
WP_193149585.1	WP_421080084.1	99.839
WP_193149585.1	WP_207307640.1	98.299
WP_193149585.1	WP_320740718.1	99.004
WP_193149585.1	WP_198360711.1	99.482
WP_193149585.1	WP_320728518.1	98.571
WP_170057486.1	WP_320403962.1	99.476
WP_323087301.1	WP_407208827.1	99.654
WP_087514246.1	WP_312307607.1	96.19
WP_059619875.1	WP_059771789.1	96.774
WP_059771789.1	WP_373382904.1	98.387
WP_059616864.1	WP_059771789.1	98.387
WP_306595306.1	WP_343659638.1	98.276
WP_070225663.1	WP_140329109.1	99.237
WP_140329109.1	WP_395230375.1	95.05
WP_140329109.1	WP_219585116.1	100.0
WP_094367495.1	WP_367658543.1	98.535
WP_196238160.1	WP_370168753.1	99.32
WP_088065458.1	WP_097814183.1	95.714
WP_097814183.1	WP_098204331.1	95.0
WP_167560259.1	WP_343515644.1	96.019
WP_167560259.1	WP_249852550.1	95.054
WP_162247271.1	WP_174067633.1	97.308
WP_174067633.1	WP_222379595.1	95.708
WP_235296452.1	WP_369741467.1	99.652
WP_015344938.1	WP_369741467.1	99.303
WP_369741467.1	WP_405001224.1	98.955
WP_004152386.1	WP_369741467.1	98.932
WP_013023768.1	WP_369741467.1	98.221
WP_114266347.1	WP_369741467.1	98.221
WP_004152292.1	WP_369741467.1	98.221
WP_227665768.1	WP_369741467.1	98.221
WP_004099067.1	WP_369741467.1	97.509
WP_004200825.1	WP_369741467.1	97.865
WP_124038216.1	WP_369741467.1	97.865
WP_023317514.1	WP_369741467.1	97.865
WP_182158421.1	WP_369741467.1	97.509
WP_277967612.1	WP_369741467.1	97.153
WP_369741467.1	WP_407257447.1	97.509
WP_235123382.1	WP_369741467.1	97.153
WP_013213997.1	WP_369741467.1	97.153
WP_032249431.1	WP_369741467.1	96.797
WP_117047248.1	WP_369741467.1	96.154
WP_023307528.1	WP_369741467.1	96.441
WP_266097627.1	WP_369741467.1	98.675
WP_262390845.1	WP_369741467.1	97.973
WP_109393719.1	WP_387401598.1	99.483
WP_109393719.1	WP_225575352.1	99.225
WP_068443976.1	WP_109393719.1	98.966
WP_065688999.1	WP_222011453.1	96.33
WP_099430999.1	WP_236170222.1	99.118
WP_122709930.1	WP_138737542.1	96.078
WP_081013932.1	WP_122709930.1	96.07
WP_122709930.1	WP_256381927.1	96.241
WP_004584210.1	WP_097531131.1	96.992
WP_004584210.1	WP_074453292.1	95.506
WP_004584210.1	WP_278587533.1	95.88
WP_004584210.1	WP_287375319.1	95.506
WP_004584210.1	WP_014225378.1	95.489
WP_004584210.1	WP_074451945.1	95.113
WP_050875703.1	WP_219656448.1	98.625
WP_144139660.1	WP_415886821.1	97.872
WP_144139660.1	WP_287468512.1	97.636
WP_110591074.1	WP_144139660.1	97.636
WP_046024140.1	WP_144139660.1	97.636
WP_036413145.1	WP_144139660.1	97.4
WP_144139660.1	WP_421545810.1	97.163
WP_110706787.1	WP_144139660.1	97.831
WP_144139660.1	WP_277257149.1	97.59
WP_144139660.1	WP_350406398.1	97.59
WP_144139660.1	WP_350398693.1	97.59
WP_052484239.1	WP_172606114.1	99.398
WP_172606114.1	WP_213893649.1	99.398
WP_406772639.1	WP_407265429.1	99.77
WP_406746822.1	WP_407265429.1	98.157
WP_406771361.1	WP_407265429.1	99.593
WP_406743002.1	WP_407265429.1	100.0
WP_112886780.1	WP_205939663.1	99.737
WP_000568400.1	WP_340504533.1	99.127
WP_268301968.1	WP_377924995.1	98.095
WP_302648537.1	WP_337675980.1	99.344
WP_038982934.1	WP_326003617.1	98.744
WP_241174697.1	WP_326003617.1	98.492
WP_215715022.1	WP_326003617.1	97.99
WP_131096076.1	WP_326003617.1	98.492
WP_323101452.1	WP_326003617.1	98.492
WP_320728653.1	WP_326003617.1	97.739
WP_149377100.1	WP_326003617.1	97.99
WP_025760270.1	WP_326003617.1	97.99
WP_262864140.1	WP_326003617.1	97.739
WP_285160119.1	WP_326003617.1	97.487
WP_180791972.1	WP_326003617.1	97.739
WP_255403448.1	WP_326003617.1	97.739
WP_186009823.1	WP_186111950.1	98.529
WP_124702881.1	WP_333985511.1	96.899
WP_352962857.1	WP_376706157.1	99.528
WP_352689462.1	WP_376706157.1	96.541
WP_207245679.1	WP_221129592.1	99.696
WP_221123293.1	WP_221129592.1	99.696
WP_221107325.1	WP_221129592.1	99.392
WP_207603743.1	WP_221129592.1	95.441
WP_160293879.1	WP_186170289.1	99.44
WP_096753129.1	WP_186170289.1	99.44
WP_137211671.1	WP_192175921.1	98.635
WP_192137520.1	WP_192175921.1	100.0
WP_192175921.1	WP_368944773.1	96.599
WP_192175921.1	WP_368944772.1	98.485
WP_196815059.1	WP_352611454.1	99.16
WP_157279971.1	WP_196815059.1	96.639
WP_181174018.1	WP_196815059.1	96.639
WP_001010748.1	WP_270793407.1	99.709
WP_072884752.1	WP_202089475.1	95.109
WP_007896281.1	WP_050488315.1	99.777
WP_002108265.1	WP_264515957.1	99.744
WP_198064314.1	WP_264515957.1	99.487
WP_086379547.1	WP_264515957.1	99.487
WP_264515957.1	WP_348916518.1	98.205
WP_099745566.1	WP_264515957.1	99.74
WP_148792969.1	WP_264515957.1	98.674
WP_068920957.1	WP_264515957.1	99.729
WP_198131398.1	WP_264515957.1	99.725
WP_099770223.1	WP_264515957.1	99.713
WP_078208045.1	WP_264515957.1	99.713
WP_057690140.1	WP_264515957.1	99.704
WP_198073723.1	WP_264515957.1	99.405
WP_133447470.1	WP_264515957.1	99.684
WP_057692513.1	WP_264515957.1	99.684
WP_057066348.1	WP_264515957.1	99.684
WP_057691087.1	WP_264515957.1	99.679
WP_057091188.1	WP_264515957.1	99.678
WP_264515957.1	WP_277556746.1	99.676
WP_071543116.1	WP_264515957.1	99.351
WP_260797522.1	WP_264515957.1	98.71
WP_057694244.1	WP_264515957.1	99.666
WP_099769520.1	WP_264515957.1	99.664
WP_264515957.1	WP_272396957.1	98.99
WP_057061105.1	WP_264515957.1	99.659
WP_099755447.1	WP_264515957.1	99.655
WP_264515957.1	WP_306220003.1	99.645
WP_148108544.1	WP_264515957.1	99.644
WP_264515957.1	WP_272401256.1	99.635
WP_264515957.1	WP_427775339.1	99.273
WP_057689869.1	WP_264515957.1	99.634
WP_171251031.1	WP_264515957.1	99.623
WP_264515957.1	WP_272342476.1	99.621
WP_143243501.1	WP_264515957.1	99.615
WP_198080947.1	WP_264515957.1	99.611
WP_130111491.1	WP_264515957.1	99.609
WP_264515957.1	WP_279369673.1	99.19
WP_050591753.1	WP_264515957.1	99.583
WP_264515957.1	WP_265091382.1	99.163
WP_146242980.1	WP_264515957.1	98.947
WP_264515957.1	WP_279369674.1	100.0
WP_118225605.1	WP_270371180.1	98.137
WP_064355276.1	WP_163586403.1	99.342
WP_017057489.1	WP_304564158.1	96.614
WP_102317696.1	WP_304564158.1	96.414
WP_136997832.1	WP_304564158.1	96.414
