ClusterID,Proteins
Cluster_113,"WP_052250612.1, WP_131096124.1, WP_159236087.1, WP_193149616.1, WP_214599082.1, WP_241174700.1, WP_320728516.1"
Cluster_114,"WP_105596985.1, WP_161586114.1, WP_209687871.1, WP_237728422.1, WP_312590389.1, WP_312590390.1, WP_312616002.1"
Cluster_115,"WP_059616864.1, WP_059619875.1, WP_059717042.1, WP_059771789.1, WP_059960004.1, WP_060228388.1, WP_373382904.1"
Cluster_116,"WP_021499439.1, WP_032433712.1, WP_095427767.1, WP_101705096.1, WP_152918627.1, WP_213892641.1, WP_244575102.1"
Cluster_117,"WP_228905268.1, WP_232427286.1, WP_232449358.1, WP_244123362.1, WP_408338734.1, WP_408373213.1, WP_408474743.1"
Cluster_118,"WP_100676160.1, WP_152401847.1, WP_232556289.1, WP_284554105.1, WP_316948685.1, WP_349526225.1, WP_367153883.1"
Cluster_119,"WP_072523157.1, WP_118045584.1, WP_118437775.1, WP_144368452.1, WP_227196456.1, WP_330380248.1, WP_330380251.1"
Cluster_120,"WP_029493442.1, WP_032834371.1, WP_032838326.1, WP_094241894.1, WP_098998658.1, WP_100028393.1, WP_336156070.1"
Cluster_121,"WP_094954617.1, WP_126634721.1, WP_228518709.1, WP_236081234.1, WP_258876156.1, WP_323744436.1, WP_409311967.1"
Cluster_122,"WP_190030394.1, WP_350877490.1, WP_359518246.1, WP_381313177.1, WP_390413049.1, WP_392245561.1, WP_397717394.1"
Cluster_123,"WP_022064768.1, WP_023298351.1, WP_032736549.1, WP_032756036.1, WP_048268330.1, WP_049139990.1, WP_354651699.1"
Cluster_124,"WP_029492852.1, WP_147373078.1, WP_151230438.1, WP_187106040.1, WP_338952323.1, WP_339011636.1, WP_340222079.1"
Cluster_125,"WP_082186363.1, WP_127666261.1, WP_168322148.1, WP_256121155.1, WP_318914567.1, WP_333723026.1, WP_337737972.1"
Cluster_126,"WP_005905945.1, WP_005912614.1, WP_005915900.1, WP_023036848.1, WP_088388844.1, WP_094241900.1, WP_100028388.1"
Cluster_127,"WP_021539888.1, WP_045616267.1, WP_110812238.1, WP_112067095.1, WP_150360885.1, WP_241669218.1, WP_311095090.1"
Cluster_128,"WP_000411029.1, WP_000411031.1, WP_094656450.1, WP_216712419.1, WP_249985410.1, WP_276209936.1, WP_281224094.1"
Cluster_129,"WP_029739290.1, WP_142448074.1, WP_155024536.1, WP_160623344.1, WP_163361742.1, WP_290094411.1, WP_312926209.1"
Cluster_130,"WP_001061479.1, WP_001061483.1, WP_023896943.1, WP_060454589.1, WP_213062011.1, WP_228414189.1, WP_279979467.1"
Cluster_131,"WP_102494825.1, WP_102577487.1, WP_108214043.1, WP_136997837.1, WP_137003373.1, WP_304564164.1, WP_372098391.1"
Cluster_132,"WP_005131150.1, WP_151789255.1, WP_252508960.1, WP_269491458.1, WP_269505984.1, WP_269512616.1, WP_269516703.1"
Cluster_133,"WP_103289715.1, WP_122390078.1, WP_122681765.1, WP_169839378.1, WP_175653964.1, WP_201018178.1, WP_223886646.1"
Cluster_134,"WP_001180283.1, WP_057690248.1, WP_098714625.1, WP_098732782.1, WP_238973428.1, WP_272318354.1, WP_353716985.1"
Cluster_135,"WP_008435717.1, WP_077432277.1, WP_170059453.1, WP_192298432.1, WP_200659277.1, WP_320392544.1, WP_339491362.1"
Cluster_136,"WP_230322045.1, WP_230322046.1, WP_271700829.1, WP_300737872.1, WP_302258981.1, WP_337517050.1, WP_368335840.1"
Cluster_137,"WP_021539891.1, WP_045616270.1, WP_106485365.1, WP_112067093.1, WP_112886778.1, WP_137230137.1, WP_244566026.1"
Cluster_138,"WP_013213991.1, WP_138922335.1, WP_233312979.1, WP_253136344.1, WP_311124534.1, WP_341544593.1, WP_407257445.1"
Cluster_139,"WP_024716280.1, WP_046160330.1, WP_080478440.1, WP_081719951.1, WP_129134462.1, WP_163117636.1, WP_164971728.1"
Cluster_140,"WP_006042571.1, WP_011932090.1, WP_186472344.1, WP_186583828.1, WP_186596039.1, WP_413331152.1, WP_415408376.1"
Cluster_141,"WP_121373428.1, WP_128677687.1, WP_134240919.1, WP_208217647.1, WP_241294953.1, WP_319152032.1, WP_349756152.1"
Cluster_142,"WP_045260805.1, WP_136484648.1, WP_198886720.1, WP_232949020.1, WP_259386863.1, WP_420898903.1, WP_421001006.1"
Cluster_143,"WP_037798657.1, WP_123081231.1, WP_190030391.1, WP_328775500.1, WP_332759172.1, WP_388007208.1, WP_390351132.1"
Cluster_144,"WP_005338113.1, WP_162518712.1, WP_179214455.1, WP_187364511.1, WP_247822366.1, WP_323891020.1, WP_336290713.1"
Cluster_145,"WP_052439741.1, WP_079857348.1, WP_102385187.1, WP_146537661.1, WP_199450850.1, WP_371714770.1, WP_372383771.1"
Cluster_146,"WP_022064765.1, WP_072124604.1, WP_100781159.1, WP_154064796.1, WP_192138677.1, WP_264972505.1, WP_348905866.1"
Cluster_147,"WP_123116689.1, WP_144218286.1, WP_167715236.1, WP_208186883.1, WP_345873393.1, WP_345880449.1, WP_345888780.1"
Cluster_148,"WP_012478970.1, WP_180167669.1, WP_249842103.1, WP_262095004.1, WP_279920583.1, WP_313439370.1, WP_369969738.1"
Cluster_149,"WP_061377476.1, WP_079982954.1, WP_095427768.1, WP_101705098.1, WP_219349495.1, WP_333018085.1, WP_396275432.1"
Cluster_150,"WP_000618090.1, WP_004691519.1, WP_004780063.1, WP_005265675.1, WP_104499309.1, WP_219014810.1"
Cluster_151,"WP_001557499.1, WP_001797059.1, WP_071621402.1, WP_227532062.1, WP_339036390.1, WP_367670821.1"
Cluster_152,"WP_050583696.1, WP_142448071.1, WP_155024532.1, WP_290094412.1, WP_312926204.1, WP_410390090.1"
Cluster_153,"WP_044734887.1, WP_101059827.1, WP_144221401.1, WP_234500710.1, WP_345873395.1, WP_345880450.1"
Cluster_154,"WP_024716275.1, WP_052720004.1, WP_069964142.1, WP_164972490.1, WP_224588726.1, WP_410490201.1"
Cluster_155,"WP_000995333.1, WP_000995336.1, WP_000995341.1, WP_000995342.1, WP_111811284.1, WP_280043483.1"
Cluster_156,"WP_004683630.1, WP_034129302.1, WP_086353519.1, WP_087540316.1, WP_273795602.1, WP_288491436.1"
Cluster_157,"WP_013213994.1, WP_117047247.1, WP_136071118.1, WP_343556522.1, WP_406576814.1, WP_420679838.1"
Cluster_158,"WP_004760352.1, WP_086353521.1, WP_227566984.1, WP_273795600.1, WP_343316422.1, WP_353675287.1"
Cluster_159,"WP_174772389.1, WP_175443677.1, WP_175608832.1, WP_257199564.1, WP_294199179.1, WP_336719056.1"
Cluster_160,"WP_035196190.1, WP_326151845.1, WP_326157579.1, WP_326158593.1, WP_326158595.1, WP_328240665.1"
Cluster_161,"WP_164455096.1, WP_369098562.1, WP_369098563.1, WP_369099776.1, WP_369099783.1, WP_369116513.1"
Cluster_162,"WP_013815599.1, WP_021677045.1, WP_043898335.1, WP_088492419.1, WP_099809510.1, WP_281122831.1"
Cluster_163,"WP_107759088.1, WP_120151011.1, WP_129639783.1, WP_306124955.1, WP_307379336.1, WP_316505702.1"
Cluster_164,"WP_005894426.1, WP_008694288.1, WP_008796619.1, WP_060496450.1, WP_147382725.1, WP_147383314.1"
Cluster_165,"WP_088717870.1, WP_110191609.1, WP_110217005.1, WP_117115353.1, WP_117121166.1, WP_373879401.1"
Cluster_166,"WP_005909889.1, WP_005915858.1, WP_011016187.1, WP_032848575.1, WP_088388793.1, WP_150153041.1"
Cluster_167,"WP_021539889.1, WP_045616268.1, WP_062729621.1, WP_150360884.1, WP_251255950.1, WP_311095089.1"
Cluster_168,"WP_003180292.1, WP_077571153.1, WP_139353568.1, WP_282961201.1, WP_368967063.1, WP_371042438.1"
Cluster_169,"WP_000019081.1, WP_001282346.1, WP_015703904.1, WP_020685446.1, WP_194207677.1, WP_219349491.1"
Cluster_170,"WP_000158026.1, WP_040084202.1, WP_244588281.1, WP_279272194.1, WP_286497017.1, WP_413592735.1"
Cluster_171,"WP_213627868.1, WP_217859852.1, WP_218394302.1, WP_267818874.1, WP_305435668.1, WP_319049750.1"
Cluster_172,"WP_044350590.1, WP_046888474.1, WP_126329483.1, WP_200083953.1, WP_224378685.1, WP_410674753.1"
Cluster_173,"WP_008335635.1, WP_027246249.1, WP_085986942.1, WP_254892466.1, WP_274560673.1, WP_369077077.1"
Cluster_174,"WP_047688915.1, WP_109242568.1, WP_186478404.1, WP_241342593.1, WP_256423361.1, WP_263939875.1"
Cluster_175,"WP_053481460.1, WP_057006708.1, WP_057414269.1, WP_075947009.1, WP_244970278.1, WP_329606607.1"
Cluster_176,"WP_122709926.1, WP_137211666.1, WP_153442748.1, WP_169989238.1, WP_223511767.1, WP_248807231.1"
Cluster_177,"WP_005905943.1, WP_008800216.1, WP_060496451.1, WP_094241899.1, WP_100028389.1, WP_405357940.1"
Cluster_178,"WP_025652135.1, WP_084217572.1, WP_201575560.1, WP_265088504.1, WP_307783254.1, WP_350587738.1"
Cluster_179,"WP_073797007.1, WP_123082794.1, WP_381313175.1, WP_388007205.1, WP_390384061.1, WP_392245570.1"
Cluster_180,"WP_044943850.1, WP_238068963.1, WP_271957227.1, WP_271986375.1, WP_347532351.1, WP_347551523.1"
Cluster_181,"WP_053288254.1, WP_161470000.1, WP_180906967.1, WP_180911129.1, WP_268426237.1, WP_319908572.1"
Cluster_182,"WP_042714437.1, WP_047366905.1, WP_059357146.1, WP_089598284.1, WP_108417283.1, WP_348568740.1"
Cluster_183,"WP_044350586.1, WP_046888476.1, WP_126329487.1, WP_149323912.1, WP_200083951.1, WP_407798409.1"
Cluster_184,"WP_021499435.1, WP_061377472.1, WP_194207678.1, WP_219349493.1, WP_235601961.1, WP_263803122.1"
Cluster_185,"WP_007252322.1, WP_122330977.1, WP_227444007.1, WP_230857761.1, WP_234696578.1, WP_238418230.1"
Cluster_186,"WP_127809595.1, WP_140810296.1, WP_183462254.1, WP_224663364.1, WP_275952465.1, WP_352740743.1"
Cluster_187,"WP_017702488.1, WP_020358125.1, WP_038453493.1, WP_159285150.1, WP_227697085.1, WP_339070890.1"
Cluster_188,"WP_015065551.1, WP_015632528.1, WP_016831068.1, WP_020277960.1, WP_023340917.1, WP_135731155.1"
Cluster_189,"WP_004329747.1, WP_278480975.1, WP_278663437.1, WP_279089341.1, WP_302281360.1, WP_410063990.1"
Cluster_190,"WP_025277916.1, WP_057252694.1, WP_087280460.1, WP_118687258.1, WP_195343238.1, WP_346697099.1"
Cluster_191,"WP_095099996.1, WP_145015112.1, WP_153389544.1, WP_192230132.1, WP_282384006.1, WP_325717658.1"
Cluster_192,"WP_095099999.1, WP_145015111.1, WP_153389545.1, WP_192230130.1, WP_282384008.1, WP_325717659.1"
Cluster_193,"WP_190030395.1, WP_328777447.1, WP_381313181.1, WP_390412962.1, WP_392245558.1, WP_397716775.1"
Cluster_194,"WP_041769752.1, WP_049792475.1, WP_236210347.1, WP_236214159.1, WP_394295623.1, WP_426383178.1"
Cluster_195,"WP_034022687.1, WP_150298035.1, WP_170050537.1, WP_274978840.1, WP_313665946.1, WP_316144969.1"
Cluster_196,"WP_141230174.1, WP_145015109.1, WP_153389547.1, WP_192230125.1, WP_282384012.1, WP_325717661.1"
Cluster_197,"WP_015646523.1, WP_023369508.1, WP_029171415.1, WP_074391576.1, WP_136628081.1, WP_205013729.1"
Cluster_198,"WP_198886722.1, WP_214594912.1, WP_220120320.1, WP_264881888.1, WP_333052125.1, WP_337256990.1"
Cluster_199,"WP_196005300.1, WP_293588778.1, WP_300737858.1, WP_302258985.1, WP_337788234.1, WP_368335842.1"
Cluster_200,"WP_008806805.1, WP_022064767.1, WP_023323389.1, WP_032733948.1, WP_077139480.1, WP_110199471.1"
Cluster_201,"WP_059661160.1, WP_059772188.1, WP_059958402.1, WP_059960006.1, WP_060228387.1, WP_373382902.1"
Cluster_202,"WP_038982936.1, WP_088244078.1, WP_149377101.1, WP_214599073.1, WP_311382176.1, WP_346589522.1"
Cluster_203,"WP_142448067.1, WP_155024528.1, WP_160623349.1, WP_163361738.1, WP_290094415.1, WP_312926198.1"
Cluster_204,"WP_000546789.1, WP_000546790.1, WP_000546794.1, WP_032060993.1, WP_065184224.1, WP_279980817.1"
Cluster_205,"WP_029171416.1, WP_029752734.1, WP_074391577.1, WP_105119219.1, WP_105179885.1, WP_136628080.1"
Cluster_206,"WP_002061949.1, WP_044810235.1, WP_078182982.1, WP_088065459.1, WP_097814184.1, WP_320524113.1"
Cluster_207,"WP_059349513.1, WP_062842772.1, WP_194840307.1, WP_227697088.1, WP_334018016.1, WP_348532643.1"
Cluster_208,"WP_042864390.1, WP_043128371.1, WP_290021810.1, WP_317841984.1, WP_368170784.1, WP_408842439.1"
Cluster_209,"WP_005909888.1, WP_011016188.1, WP_029492854.1, WP_088336651.1, WP_270465819.1, WP_294728248.1"
Cluster_210,"WP_011016192.1, WP_029492851.1, WP_088336653.1, WP_270465813.1, WP_338952325.1, WP_339011639.1"
Cluster_211,"WP_124131922.1, WP_124183479.1, WP_128538996.1, WP_147402447.1, WP_151896129.1, WP_171895459.1"
Cluster_212,"WP_140320687.1, WP_225505035.1, WP_253658253.1, WP_311752261.1, WP_323243655.1, WP_406995180.1"
Cluster_213,"WP_294041602.1, WP_294052315.1, WP_305803120.1, WP_419624667.1, WP_419625199.1, WP_419628362.1"
Cluster_214,"WP_000813008.1, WP_024217744.1, WP_058821169.1, WP_228066298.1, WP_369517134.1, WP_427034555.1"
Cluster_215,"WP_049204463.1, WP_074027181.1, WP_099783260.1, WP_240430056.1, WP_319869693.1, WP_369402328.1"
Cluster_216,"WP_038982928.1, WP_131096073.1, WP_214599070.1, WP_250191990.1, WP_253714377.1, WP_320728515.1"
Cluster_217,"WP_003113892.1, WP_003117534.1, WP_012613766.1, WP_031805495.1, WP_049321194.1"
Cluster_218,"WP_082138112.1, WP_082604292.1, WP_093209961.1, WP_093352836.1, WP_133156753.1"
Cluster_219,"WP_080498804.1, WP_081086881.1, WP_124550273.1, WP_175781032.1, WP_175887602.1"
Cluster_220,"WP_005122823.1, WP_016143181.1, WP_151762786.1, WP_240296499.1, WP_284118934.1"
Cluster_221,"WP_064697785.1, WP_326893028.1, WP_326893029.1, WP_327208376.1, WP_327208377.1"
Cluster_222,"WP_062865902.1, WP_089122621.1, WP_196122629.1, WP_239945533.1, WP_258668324.1"
Cluster_223,"WP_082604293.1, WP_093209962.1, WP_093352834.1, WP_133156752.1, WP_322993016.1"
Cluster_224,"WP_121373432.1, WP_128677678.1, WP_134240915.1, WP_208217650.1, WP_241294959.1"
Cluster_225,"WP_043156463.1, WP_053288255.1, WP_161469999.1, WP_171865701.1, WP_180911128.1"
Cluster_226,"WP_004584047.1, WP_013815598.1, WP_021677044.1, WP_088492418.1, WP_281122832.1"
Cluster_227,"WP_081934302.1, WP_317841985.1, WP_328589577.1, WP_368170785.1, WP_408842440.1"
Cluster_228,"WP_007916915.1, WP_008020244.1, WP_102860388.1, WP_200616967.1, WP_367085639.1"
Cluster_229,"WP_005909887.1, WP_011016189.1, WP_032834023.1, WP_088336652.1, WP_150153037.1"
Cluster_230,"WP_406743002.1, WP_406746822.1, WP_406771361.1, WP_406772639.1, WP_407265429.1"
Cluster_231,"WP_207245679.1, WP_207603743.1, WP_221107325.1, WP_221123293.1, WP_221129592.1"
Cluster_232,"WP_137211671.1, WP_192137520.1, WP_192175921.1, WP_368944772.1, WP_368944773.1"
Cluster_233,"WP_046543933.1, WP_077019765.1, WP_174956904.1, WP_176042943.1, WP_226238200.1"
Cluster_234,"WP_111326434.1, WP_111389517.1, WP_255746067.1, WP_295655929.1, WP_295668070.1"
Cluster_235,"WP_016143188.1, WP_071210488.1, WP_151763266.1, WP_240296505.1, WP_284118929.1"
Cluster_236,"WP_016143182.1, WP_033851928.1, WP_151762785.1, WP_240296500.1, WP_284118933.1"
Cluster_237,"WP_207245931.1, WP_221107515.1, WP_221123303.1, WP_221137251.1, WP_222047558.1"
Cluster_238,"WP_043156460.1, WP_161469998.1, WP_180911127.1, WP_268426231.1, WP_319908571.1"
Cluster_239,"WP_008346816.1, WP_017367979.1, WP_182488906.1, WP_212356981.1, WP_224558677.1"
Cluster_240,"WP_044275809.1, WP_126242930.1, WP_225781131.1, WP_341774867.1, WP_408492363.1"
Cluster_241,"WP_025277915.1, WP_057252697.1, WP_087280463.1, WP_118687259.1, WP_195343237.1"
Cluster_242,"WP_004152384.1, WP_013609507.1, WP_052145515.1, WP_072311028.1, WP_241187144.1"
Cluster_243,"WP_050989018.1, WP_052224514.1, WP_177464436.1, WP_200646209.1, WP_426240279.1"
Cluster_244,"WP_140320691.1, WP_225505037.1, WP_253658252.1, WP_323243653.1, WP_406995177.1"
Cluster_245,"WP_010914047.1, WP_027033474.1, WP_027062879.1, WP_224593732.1, WP_322417870.1"
Cluster_246,"WP_131706088.1, WP_131713890.1, WP_165505432.1, WP_222064198.1, WP_251091296.1"
Cluster_247,"WP_142448070.1, WP_155024531.1, WP_160623347.1, WP_163361739.1, WP_290094413.1"
Cluster_248,"WP_080668981.1, WP_142448073.1, WP_155024534.1, WP_160623345.1, WP_163361741.1"
Cluster_249,"WP_061377475.1, WP_101705097.1, WP_219349494.1, WP_231360931.1, WP_249360754.1"
Cluster_250,"WP_132941415.1, WP_171757879.1, WP_180795982.1, WP_256951659.1, WP_256963805.1"
Cluster_251,"WP_025038342.1, WP_074448459.1, WP_229182684.1, WP_247821901.1, WP_280711950.1"
Cluster_252,"WP_127666262.1, WP_153403029.1, WP_168322147.1, WP_256121154.1, WP_318914566.1"
Cluster_253,"WP_008335632.1, WP_080458309.1, WP_243614552.1, WP_274560674.1, WP_303965088.1"
Cluster_254,"WP_003863119.1, WP_017383006.1, WP_023308884.1, WP_048959070.1, WP_063146938.1"
Cluster_255,"WP_077571145.1, WP_123594961.1, WP_212622970.1, WP_368967055.1, WP_371042435.1"
Cluster_256,"WP_140320689.1, WP_225505036.1, WP_323243654.1, WP_337169189.1, WP_406995179.1"
Cluster_257,"WP_021499432.1, WP_072034657.1, WP_096933251.1, WP_152918628.1, WP_306139793.1"
Cluster_258,"WP_014882366.1, WP_048225462.1, WP_063855377.1, WP_248207694.1, WP_316466473.1"
Cluster_259,"WP_041214769.1, WP_053288251.1, WP_161470001.1, WP_319862575.1, WP_324021520.1"
Cluster_260,"WP_013715604.1, WP_065905280.1, WP_069517193.1, WP_092180806.1, WP_346647614.1"
Cluster_261,"WP_000060070.1, WP_029424191.1, WP_039244920.1, WP_258577797.1, WP_302564690.1"
Cluster_262,"WP_125563753.1, WP_138539847.1, WP_194868658.1, WP_239444714.1, WP_326387649.1"
Cluster_263,"WP_049636634.1, WP_053288253.1, WP_301481848.1, WP_319908573.1, WP_373870874.1"
Cluster_264,"WP_041946959.1, WP_080526357.1, WP_426433278.1, WP_426458785.1, WP_426458786.1"
Cluster_265,"WP_033523415.1, WP_109426806.1, WP_121972718.1, WP_131261962.1, WP_420923539.1"
Cluster_266,"WP_266621949.1, WP_371589027.1, WP_392628474.1, WP_398635914.1, WP_404235675.1"
Cluster_267,"WP_004584220.1, WP_021661982.1, WP_021679507.1, WP_077491246.1, WP_211599732.1"
Cluster_268,"WP_004281404.1, WP_031953508.1, WP_262468239.1, WP_308957096.1, WP_336755365.1"
Cluster_269,"WP_001989555.1, WP_162531623.1, WP_162540256.1, WP_227554429.1, WP_350499352.1"
Cluster_270,"WP_002001094.1, WP_004885455.1, WP_016143180.1, WP_032056643.1, WP_198072149.1"
Cluster_271,"WP_000060257.1, WP_025760251.1, WP_193863115.1, WP_228932409.1, WP_420256571.1"
Cluster_272,"WP_326893031.1, WP_326893032.1, WP_327208378.1, WP_327208379.1, WP_426782268.1"
Cluster_273,"WP_355373393.1, WP_363142851.1, WP_386312010.1, WP_390754000.1, WP_399171159.1"
Cluster_274,"WP_155024537.1, WP_163361744.1, WP_290094409.1, WP_312926213.1, WP_410390084.1"
Cluster_275,"WP_076777079.1, WP_100271210.1, WP_101965261.1, WP_309576057.1, WP_369628626.1"
Cluster_276,"WP_077571146.1, WP_123594962.1, WP_212622969.1, WP_368967057.1, WP_371042434.1"
Cluster_277,"WP_021679508.1, WP_232523866.1, WP_232525108.1, WP_249134644.1, WP_249158488.1"
Cluster_278,"WP_013095744.1, WP_014168769.1, WP_025760273.1, WP_063925439.1, WP_149377102.1"
Cluster_279,"WP_029739293.1, WP_142448068.1, WP_155024529.1, WP_160623348.1, WP_414590555.1"
Cluster_280,"WP_134257473.1, WP_176042948.1, WP_226238209.1, WP_241302716.1, WP_301843080.1"
Cluster_281,"WP_121373429.1, WP_128677685.1, WP_134240918.1, WP_208217648.1, WP_316130440.1"
Cluster_282,"WP_102291623.1, WP_102494819.1, WP_102568877.1, WP_102577505.1, WP_304564160.1"
Cluster_283,"WP_077306026.1, WP_173709895.1, WP_173709896.1, WP_173784388.1, WP_173784389.1"
Cluster_284,"WP_195307396.1, WP_195325420.1, WP_270575829.1, WP_271917488.1, WP_349145784.1"
Cluster_285,"WP_223569838.1, WP_226439314.1, WP_286837351.1, WP_330212086.1, WP_336072197.1"
Cluster_286,"WP_085954470.1, WP_143275209.1, WP_143275244.1, WP_143275266.1, WP_143275542.1"
Cluster_287,"WP_006342001.1, WP_013925339.1, WP_039377503.1, WP_059359832.1, WP_428418432.1"
Cluster_288,"WP_023831013.1, WP_027033468.1, WP_140876633.1, WP_352611453.1, WP_352813107.1"
Cluster_289,"WP_051167921.1, WP_060676657.1, WP_100028392.1, WP_338985541.1, WP_338986014.1"
Cluster_290,"WP_015376439.1, WP_033648644.1, WP_049204456.1, WP_049300820.1, WP_319869697.1"
Cluster_291,"WP_138110708.1, WP_160293882.1, WP_183732869.1, WP_186164470.1, WP_186170292.1"
Cluster_292,"WP_125563757.1, WP_138536588.1, WP_194868660.1, WP_239444716.1, WP_326387651.1"
Cluster_293,"WP_004584051.1, WP_013815601.1, WP_021677046.1, WP_088492420.1, WP_281122829.1"
Cluster_294,"WP_125563761.1, WP_138536584.1, WP_194868662.1, WP_239444717.1, WP_326387652.1"
Cluster_295,"WP_055016607.1, WP_182195177.1, WP_289169990.1, WP_309038210.1, WP_371545090.1"
Cluster_296,"WP_000062822.1, WP_000062823.1, WP_086379548.1, WP_152681847.1, WP_420198659.1"
Cluster_297,"WP_064355271.1, WP_152288322.1, WP_166770728.1, WP_325842744.1, WP_380207325.1"
Cluster_298,"WP_003721318.1, WP_061114083.1, WP_070265132.1, WP_185306018.1, WP_311177624.1"
Cluster_299,"WP_006042574.1, WP_186473261.1, WP_186585757.1, WP_186597792.1, WP_311133853.1"
Cluster_300,"WP_003180286.1, WP_077571150.1, WP_116029494.1, WP_368967060.1, WP_371042432.1"
Cluster_301,"WP_044350591.1, WP_046888473.1, WP_126329481.1, WP_201520468.1, WP_410674751.1"
Cluster_302,"WP_031195071.1, WP_140876622.1, WP_152536311.1, WP_224622622.1, WP_352813105.1"
Cluster_303,"WP_003145765.1, WP_031633222.1, WP_033937929.1, WP_033942039.1, WP_410477052.1"
Cluster_304,"WP_020904090.1, WP_140097105.1, WP_172606115.1, WP_196297844.1, WP_347880163.1"
Cluster_305,"WP_069254146.1, WP_175909182.1, WP_198108039.1, WP_242808539.1, WP_242808623.1"
Cluster_306,"WP_001102873.1, WP_001102877.1, WP_021554498.1, WP_070550102.1, WP_316084133.1"
Cluster_307,"WP_005912618.1, WP_032834366.1, WP_060496453.1, WP_094241902.1, WP_405357937.1"
