psi_protein,neighbour_protein,percent_identity,genome_id,neighbour_domains,psi_domains
WP_352776086.1,WP_219042728.1,39.516,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE
WP_352776086.1,WP_206079065.1,39.776,NZ_JAAKZF010000048.1,PRTase-CE; ATPase_2; TniB,PRTase-CE
WP_132833528.1,WP_128320334.1,33.803,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_059958396.1,WP_000884830.1,36.667,NZ_VHFZ01000049.1,PRTase-CE,PRTase-CE
WP_169839377.1,WP_157898034.1,27.857,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_169839377.1,WP_128320334.1,37.705,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_306684870.1,WP_219042728.1,37.826,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE; Pribosyltran
WP_306684870.1,WP_206079065.1,36.483,NZ_JAAKZF010000048.1,PRTase-CE; ATPase_2; TniB,PRTase-CE; Pribosyltran
WP_128570628.1,WP_157898034.1,38.462,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_247906197.1,WP_000663275.1,36.09,NZ_NDOY01000267.1,PRTase-CE,PRTase-CE
WP_204154676.1,WP_157898034.1,33.333,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_027800341.1,WP_000884830.1,25.862,NZ_VHFZ01000049.1,PRTase-CE,PRTase-CE
WP_194944499.1,WP_219042728.1,23.873,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE
WP_194944499.1,WP_206079065.1,24.742,NZ_JAAKZF010000048.1,PRTase-CE; ATPase_2; TniB,PRTase-CE
WP_369454093.1,WP_157898034.1,32.0,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_182956105.1,WP_157898034.1,34.328,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_202652674.1,WP_000884830.1,29.412,NZ_VHFZ01000049.1,PRTase-CE,PRTase-CE
WP_201991211.1,WP_157898034.1,33.333,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_348973681.1,WP_128320334.1,36.486,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_348973681.1,WP_157898034.1,30.769,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_011808963.1,WP_157898034.1,29.73,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_194589393.1,WP_157898034.1,39.062,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_046695203.1,WP_157898034.1,36.111,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_294266328.1,WP_219042728.1,32.025,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE; Pribosyltran; Kdo
WP_112295785.1,WP_039541967.1,33.858,NZ_JWLJ01000008.1,PRTase-CE,PRTase-CE
WP_156473223.1,WP_206079065.1,23.922,NZ_JAAKZF010000048.1,PRTase-CE; ATPase_2; TniB,PRTase-CE
WP_156473223.1,WP_219042728.1,22.309,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE
WP_156473223.1,WP_101283316.1,24.08,NZ_CP061079.1,AAA_16; AAA_22; ATPase_2; AAA; nSTAND1; DUF815; NB-ARC; DEAD; nSTAND3; TIGR02928; DnaA_homol_Hda; DnaA_homol_Hda; F430_CfbC,PRTase-CE
WP_284353496.1,WP_157898034.1,24.757,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_284353496.1,WP_244212823.1,35.185,NZ_PHNR01000107.1,PRTase-CE,PRTase-CE
WP_284353496.1,WP_194473083.1,35.87,NZ_CP030037.1,PRTase-CE,PRTase-CE
WP_221977112.1,WP_194473083.1,28.889,NZ_CP030037.1,PRTase-CE,PRTase-CE
WP_120251483.1,WP_128320334.1,37.879,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_120251483.1,WP_157898034.1,20.0,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_282030017.1,WP_219042728.1,34.436,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE
WP_059407075.1,WP_128320334.1,40.0,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_059407075.1,WP_194473083.1,31.915,NZ_CP030037.1,PRTase-CE,PRTase-CE
WP_059407075.1,WP_244212823.1,36.275,NZ_PHNR01000107.1,PRTase-CE,PRTase-CE
WP_192482490.1,WP_157898034.1,36.111,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_363142853.1,WP_128320334.1,36.17,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_146076869.1,WP_128320334.1,37.705,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_305800927.1,WP_157898034.1,36.986,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_034031832.1,WP_157898034.1,32.895,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_089622156.1,WP_128320334.1,37.705,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_028722268.1,WP_000884830.1,26.415,NZ_VHFZ01000049.1,PRTase-CE,PRTase-CE
WP_313739297.1,WP_128320334.1,36.62,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_129146598.1,WP_157898034.1,34.328,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_227536838.1,WP_157898034.1,33.333,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_287700421.1,WP_128320334.1,40.0,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_287700421.1,WP_157898034.1,36.486,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_194596957.1,WP_000884830.1,35.0,NZ_VHFZ01000049.1,PRTase-CE,PRTase-CE
WP_048025851.1,WP_000884830.1,37.069,NZ_VHFZ01000049.1,PRTase-CE,PRTase-CE
WP_379012682.1,WP_219042728.1,33.333,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE; Pribosyltran
WP_149377098.1,WP_128320334.1,37.705,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_129515579.1,WP_000884830.1,30.973,NZ_VHFZ01000049.1,PRTase-CE,PRTase-CE
WP_266001529.1,WP_219042728.1,37.233,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE
WP_266001529.1,WP_206079065.1,35.217,NZ_JAAKZF010000048.1,PRTase-CE; ATPase_2; TniB,PRTase-CE
WP_313970775.1,WP_000663275.1,34.328,NZ_NDOY01000267.1,PRTase-CE,PRTase-CE; PRTase_2; murC
WP_174827682.1,WP_157898034.1,27.737,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_174827682.1,WP_128320334.1,33.708,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_127331377.1,WP_128320334.1,34.328,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_127331377.1,WP_244212823.1,30.841,NZ_PHNR01000107.1,PRTase-CE,PRTase-CE
WP_127331377.1,WP_157898034.1,24.176,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_127331377.1,WP_194473083.1,30.392,NZ_CP030037.1,PRTase-CE,PRTase-CE
WP_272579154.1,WP_157898034.1,25.269,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_224099554.1,WP_000884830.1,33.333,NZ_VHFZ01000049.1,PRTase-CE,PRTase-CE
WP_265723653.1,WP_157898034.1,29.412,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_146593623.1,WP_157898034.1,30.986,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_125416623.1,WP_000663275.1,35.338,NZ_NDOY01000267.1,PRTase-CE,PRTase-CE; ResIII
WP_146140714.1,WP_157898034.1,27.374,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_248364098.1,WP_039541967.1,33.858,NZ_JWLJ01000008.1,PRTase-CE,PRTase-CE
WP_042523182.1,WP_157898034.1,32.787,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_371082202.1,WP_157898034.1,25.131,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_354439689.1,WP_219042728.1,37.386,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE; Pribosyltran
WP_354439689.1,WP_206079065.1,34.985,NZ_JAAKZF010000048.1,PRTase-CE; ATPase_2; TniB,PRTase-CE; Pribosyltran
WP_265496804.1,WP_157898034.1,31.351,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_236080861.1,WP_157898034.1,24.211,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_111326432.1,WP_157898034.1,27.619,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_130024266.1,WP_206079065.1,28.723,NZ_JAAKZF010000048.1,PRTase-CE; ATPase_2; TniB,PRTase-CE
WP_130024266.1,WP_219042728.1,28.482,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE
WP_356368085.1,WP_194473083.1,31.868,NZ_CP030037.1,PRTase-CE,PRTase-CE
WP_047739073.1,WP_157898034.1,29.286,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_047739073.1,WP_128320334.1,38.806,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_257251776.1,WP_157898034.1,34.667,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_262864141.1,WP_128320334.1,37.705,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_182079341.1,WP_244212823.1,37.755,NZ_PHNR01000107.1,PRTase-CE,PRTase-CE
WP_182079341.1,WP_157898034.1,32.5,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_368944774.1,WP_219042728.1,28.068,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE
WP_368944774.1,WP_206079065.1,29.173,NZ_JAAKZF010000048.1,PRTase-CE; ATPase_2; TniB,PRTase-CE
WP_063317676.1,WP_219042728.1,34.611,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE; Kdo
WP_285160117.1,WP_128320334.1,37.705,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_176089767.1,WP_000884830.1,35.897,NZ_VHFZ01000049.1,PRTase-CE,PRTase-CE
WP_307961201.1,WP_000663275.1,37.692,NZ_NDOY01000267.1,PRTase-CE,PRTase-CE; ResIII; Pribosyltran; PRTase_2; PRK12560.1
WP_166444755.1,WP_157898034.1,32.773,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_226329765.1,WP_157898034.1,33.333,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_402795937.1,WP_219042728.1,38.089,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE; Pribosyltran
WP_227697090.1,WP_157898034.1,35.897,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_016391658.1,WP_157898034.1,35.897,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_353159926.1,WP_039541967.1,35.821,NZ_JWLJ01000008.1,PRTase-CE,PRTase-CE
WP_252238506.1,WP_000884830.1,27.5,NZ_VHFZ01000049.1,PRTase-CE,PRTase-CE
WP_339496735.1,WP_219042728.1,39.232,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE
WP_339496735.1,WP_206079065.1,36.624,NZ_JAAKZF010000048.1,PRTase-CE; ATPase_2; TniB,PRTase-CE
WP_094075930.1,WP_219042728.1,33.454,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE
WP_099872696.1,WP_039541967.1,29.524,NZ_JWLJ01000008.1,PRTase-CE,PRTase-CE
WP_154902329.1,WP_128320334.1,36.066,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_212487093.1,WP_157898034.1,40.0,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_212487093.1,WP_128320334.1,31.148,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_366266354.1,WP_128320334.1,35.135,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_372094217.1,WP_157898034.1,34.375,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_147281756.1,WP_128320334.1,37.805,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_395230374.1,WP_219042728.1,30.424,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE; HPT_Archaea; PRK02304.1-4; PRK12560.1; PRK01259.1; PRK01259.1; PRK00934.1; PRK02304.1-5; ribP_PPkin
WP_395230374.1,WP_206079065.1,26.935,NZ_JAAKZF010000048.1,PRTase-CE; ATPase_2; TniB,PRTase-CE; HPT_Archaea; PRK02304.1-4; PRK12560.1; PRK01259.1; PRK01259.1; PRK00934.1; PRK02304.1-5; ribP_PPkin
WP_194585255.1,WP_157898034.1,39.062,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_352671151.1,WP_219042728.1,33.375,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE
WP_192137522.1,WP_219042728.1,28.311,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE
WP_192137522.1,WP_206079065.1,29.017,NZ_JAAKZF010000048.1,PRTase-CE; ATPase_2; TniB,PRTase-CE
WP_139650074.1,WP_157898034.1,28.049,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_057414265.1,WP_206079065.1,29.403,NZ_JAAKZF010000048.1,PRTase-CE; ATPase_2; TniB,PRTase-CE; PRK07199.1
WP_057414265.1,WP_219042728.1,31.161,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE; PRK07199.1
WP_319576553.1,WP_157898034.1,32.857,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_062093396.1,WP_157898034.1,23.316,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_062093396.1,WP_128320334.1,40.0,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_241294956.1,WP_128320334.1,38.095,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_241294956.1,WP_244212823.1,32.407,NZ_PHNR01000107.1,PRTase-CE,PRTase-CE
WP_198353291.1,WP_128320334.1,36.25,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_198353291.1,WP_157898034.1,23.684,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_109038001.1,WP_157898034.1,33.333,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_348877406.1,WP_128320334.1,37.705,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_408443377.1,WP_039541967.1,26.056,NZ_JWLJ01000008.1,PRTase-CE,PRTase-CE
WP_090430554.1,WP_157898034.1,27.322,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_090430554.1,WP_128320334.1,36.232,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_090430554.1,WP_194473083.1,31.915,NZ_CP030037.1,PRTase-CE,PRTase-CE
WP_139199595.1,WP_194473083.1,35.632,NZ_CP030037.1,PRTase-CE,PRTase-CE
WP_400553518.1,WP_128320334.1,34.375,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE; PRTase-CE
WP_307007778.1,WP_039541967.1,33.071,NZ_JWLJ01000008.1,PRTase-CE,PRTase-CE
WP_389143281.1,WP_194473083.1,34.286,NZ_CP030037.1,PRTase-CE,PRTase-CE
WP_271290600.1,WP_157898034.1,34.667,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_267102560.1,WP_219042728.1,34.634,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE; Pribosyltran
WP_220788594.1,WP_157898034.1,33.613,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_177065191.1,WP_219042728.1,39.728,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE
WP_177065191.1,WP_206079065.1,35.983,NZ_JAAKZF010000048.1,PRTase-CE; ATPase_2; TniB,PRTase-CE
WP_216502338.1,WP_128320334.1,36.066,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_130097549.1,WP_157898034.1,31.707,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_392714427.1,WP_157898034.1,23.316,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_392714427.1,WP_128320334.1,33.871,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_096651928.1,WP_039541967.1,29.231,NZ_JWLJ01000008.1,PRTase-CE,PRTase-CE
WP_133146239.1,WP_157898034.1,30.978,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_218511643.1,WP_206079065.1,23.989,NZ_JAAKZF010000048.1,PRTase-CE; ATPase_2; TniB,PRTase-CE
WP_218511643.1,WP_219042728.1,21.685,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE
WP_218511643.1,WP_101283316.1,23.232,NZ_CP061079.1,AAA_16; AAA_22; ATPase_2; AAA; nSTAND1; DUF815; NB-ARC; DEAD; nSTAND3; TIGR02928; DnaA_homol_Hda; DnaA_homol_Hda; F430_CfbC,PRTase-CE
WP_198580769.1,WP_000884830.1,27.273,NZ_VHFZ01000049.1,PRTase-CE,PRTase-CE
WP_228932418.1,WP_128320334.1,37.705,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_289766455.1,WP_157898034.1,27.679,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_086195820.1,WP_060382056.1,24.773,NZ_JALDSR010000006.1,PRTase-CE,PRTase-CE
WP_333967534.1,WP_157898034.1,38.462,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_170362224.1,WP_219042728.1,33.251,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE
WP_366138301.1,WP_128320334.1,40.0,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_214652850.1,WP_157898034.1,40.0,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_199450853.1,WP_157898034.1,30.435,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_301872658.1,WP_194473083.1,30.337,NZ_CP030037.1,PRTase-CE,PRTase-CE
WP_301872658.1,WP_157898034.1,21.739,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_301872658.1,WP_128320334.1,30.0,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_110576470.1,WP_194473083.1,29.808,NZ_CP030037.1,PRTase-CE,PRTase-CE
WP_110576470.1,WP_128320334.1,26.667,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_253571482.1,WP_219042728.1,39.34,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE; Pribosyltran
WP_253571482.1,WP_206079065.1,33.381,NZ_JAAKZF010000048.1,PRTase-CE; ATPase_2; TniB,PRTase-CE; Pribosyltran
WP_062603029.1,WP_194473083.1,34.667,NZ_CP030037.1,PRTase-CE,PRTase-CE
WP_217858799.1,WP_157898034.1,37.179,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_099501644.1,WP_157898034.1,33.333,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_278394128.1,WP_194473083.1,32.353,NZ_CP030037.1,PRTase-CE,PRTase-CE
WP_105348839.1,WP_244212823.1,36.735,NZ_PHNR01000107.1,PRTase-CE,PRTase-CE
WP_256659764.1,WP_157898034.1,37.179,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_212674006.1,WP_000884830.1,35.0,NZ_VHFZ01000049.1,PRTase-CE,PRTase-CE
WP_127938225.1,WP_157898034.1,21.32,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_119395758.1,WP_039541967.1,22.137,NZ_JWLJ01000008.1,PRTase-CE,PRTase-CE
WP_159285158.1,WP_157898034.1,35.897,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_158151591.1,WP_219042728.1,28.987,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE; PRK05500.1
WP_158151591.1,WP_206079065.1,26.594,NZ_JAAKZF010000048.1,PRTase-CE; ATPase_2; TniB,PRTase-CE; PRK05500.1
WP_158151591.1,WP_101283316.1,23.827,NZ_CP061079.1,AAA_16; AAA_22; ATPase_2; AAA; nSTAND1; DUF815; NB-ARC; DEAD; nSTAND3; TIGR02928; DnaA_homol_Hda; DnaA_homol_Hda; F430_CfbC,PRTase-CE; PRK05500.1
WP_360430396.1,WP_128320334.1,39.13,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_065260560.1,WP_000884830.1,31.579,NZ_VHFZ01000049.1,PRTase-CE,PRTase-CE
WP_271163575.1,WP_128320334.1,38.806,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_247969817.1,WP_157898034.1,22.826,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_219720768.1,WP_128320334.1,36.066,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_158694071.1,WP_128320334.1,39.344,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_309327520.1,WP_039541967.1,32.09,NZ_JWLJ01000008.1,PRTase-CE,PRTase-CE
WP_352725219.1,WP_219042728.1,35.584,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE
WP_348454622.1,WP_157898034.1,24.432,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_037223168.1,WP_219042728.1,33.493,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE
WP_268678880.1,WP_157898034.1,30.978,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_042845672.1,WP_128320334.1,32.787,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_197489832.1,WP_128320334.1,36.25,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_197489832.1,WP_157898034.1,23.684,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_148636214.1,WP_157898034.1,39.062,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_339070894.1,WP_157898034.1,35.897,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_053158243.1,WP_025217672.1,32.203,NZ_CP006943.1,PRTase-CE,PRTase-CE
WP_053158243.1,WP_128320334.1,36.986,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_352754928.1,WP_219042728.1,35.355,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE
WP_317871801.1,WP_157898034.1,38.462,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_304047710.1,WP_157898034.1,24.157,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_069534876.1,WP_157898034.1,34.574,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_305280046.1,WP_128320334.1,38.983,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_305280046.1,WP_194473083.1,33.696,NZ_CP030037.1,PRTase-CE,PRTase-CE
WP_054070034.1,WP_206079065.1,29.339,NZ_JAAKZF010000048.1,PRTase-CE; ATPase_2; TniB,PRTase-CE; PRK07199.1
WP_054070034.1,WP_219042728.1,31.04,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE; PRK07199.1
WP_140277198.1,WP_219042728.1,30.5,NZ_JAHWDQ010000001.1,PRTase-CE; AAA_22; ATPase_2; AAA_16; TniB; TniB,PRTase-CE; HPT_Archaea; PRK02304.1-4; PRK12560.1; PRK01259.1; PRK01259.1; PRK00934.1; PRK02304.1-5; ribP_PPkin
WP_140277198.1,WP_206079065.1,26.786,NZ_JAAKZF010000048.1,PRTase-CE; ATPase_2; TniB,PRTase-CE; HPT_Archaea; PRK02304.1-4; PRK12560.1; PRK01259.1; PRK01259.1; PRK00934.1; PRK02304.1-5; ribP_PPkin
WP_309579496.1,WP_157898034.1,34.066,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_089358510.1,WP_000884830.1,30.088,NZ_VHFZ01000049.1,PRTase-CE,PRTase-CE
WP_109256624.1,WP_157898034.1,33.333,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_167222024.1,WP_157898034.1,38.571,NZ_NLGV01000095.1,PRTase-CE; wHTH-PRTase_assc,PRTase-CE
WP_167222024.1,WP_128320334.1,37.333,NZ_JAUBKS010000068.1,PRTase-CE,PRTase-CE
WP_167222024.1,WP_244212823.1,32.292,NZ_PHNR01000107.1,PRTase-CE,PRTase-CE
